file_name,shape,color,name,ndc11
3415.jpg, OVAL, GREEN,Ergocalciferol 50000 UNT Oral Capsule,57664-0136-88
3416.jpg, OVAL, WHITE,Metoprolol Tartrate 50 MG Oral Tablet,57664-0166-58
3417.jpg, OVAL, WHITE,Ticlopidine Hydrochloride 250 MG Oral Tablet,57664-0327-86
3418.jpg, OVAL, WHITE,tramadol hydrochloride 50 MG Oral Tablet,57664-0377-18
3419.jpg, OVAL, WHITE,oxaprozin 600 MG Oral Tablet,57664-0391-08
3420.jpg, PENTAGON, PINK,venlafaxine 37.5 MG Oral Tablet,57664-0393-88
3421.jpg, PENTAGON, PINK,venlafaxine 75 MG Oral Tablet,57664-0395-88
3422.jpg, PENTAGON, PINK,venlafaxine 100 MG Oral Tablet,57664-0396-88
3423.jpg, ROUND, WHITE,Metformin hydrochloride 500 MG Oral Tablet,57664-0397-51
3424.jpg, ROUND, WHITE,Metformin hydrochloride 850 MG Oral Tablet,57664-0435-58
3425.jpg, ROUND, YELLOW,Digoxin 0.125 MG Oral Tablet,57664-0437-18
3426.jpg, OVAL, WHITE,Metformin hydrochloride 1000 MG Oral Tablet,57664-0474-58
3427.jpg, ROUND, WHITE,Metoprolol Tartrate 50 MG Oral Tablet,57664-0477-58
3428.jpg, ROUND, WHITE,tizanidine 2 MG Oral Tablet,57664-0502-89
3429.jpg, ROUND, WHITE,Metoprolol Tartrate 25 MG Oral Tablet,57664-0506-58
3430.jpg, ROUND, YELLOW,Chlorthalidone 25 MG Oral Tablet,57664-0648-88
3431.jpg, ROUND, YELLOW,repaglinide 1 MG Oral Tablet,57664-0745-88
3432.jpg, OVAL," BLUE, WHITE",Phentermine Hydrochloride 37.5 MG Oral Tablet [Adipex-P],57844-0009-01
3433.jpg, CAPSULE," WHITE, BLUE",Phentermine Hydrochloride 37.5 MG Oral Capsule [Adipex-P],57844-0019-01
3434.jpg, OVAL, BLUE,Amphetamine aspartate 1.875 MG / Amphetamine Sulfate 1.875 MG / Dextroamphetamine saccharate 1.875 MG / Dextroamphetamine Sulfate 1.875 MG Oral Tablet [Adderall],57844-0117-01
3435.jpg, OVAL, WHITE,Pimozide 1 MG Oral Tablet [Orap],57844-0151-01
3436.jpg, OVAL, WHITE,Pimozide 2 MG Oral Tablet [Orap],57844-0187-01
3437.jpg, OVAL, WHITE,Pimozide 2 MG Oral Tablet [Orap],57844-0198-01
3438.jpg, CAPSULE, ORANGE,Zinc Acetate 50 MG Oral Capsule [Galzin],57844-0208-52
3439.jpg, CAPSULE, BLUE,Zinc Acetate 25 MG Oral Capsule [Galzin],57844-0215-52
3440.jpg, CAPSULE, PINK,Fenofibrate 67 MG Oral Capsule [Lofibra],57844-0322-01
3441.jpg, CAPSULE, BLUE,Fenofibrate 134 MG Oral Capsule [Lofibra],57844-0323-01
3442.jpg, CAPSULE, ORANGE,Fenofibrate 200 MG Oral Capsule [Lofibra],57844-0324-01
3443.jpg, ROUND, YELLOW,Fenofibrate 54 MG Oral Tablet [Lofibra],57844-0691-98
3444.jpg, OVAL, WHITE,Fenofibrate 160 MG Oral Tablet [Lofibra],57844-0692-98
3445.jpg, ROUND, WHITE,Acetaminophen 325 MG Oral Tablet,57896-0101-01
3446.jpg, ROUND, ORANGE,Aspirin 325 MG Delayed Release Oral Tablet,57896-0921-01
3447.jpg, CAPSULE, BLUE,Prussian blue 500 MG Oral Capsule [Radiogardase],58060-0002-01
3448.jpg, OVAL, WHITE,sevelamer hydrochloride 800 MG Oral Tablet [RenaGel],58468-0021-01
3449.jpg, OVAL, WHITE,sevelamer carbonate 800 MG Oral Tablet [Renvela],58468-0130-01
3450.jpg, ROUND, YELLOW,Folic Acid 1 MG Oral Tablet,58657-0150-10
3451.jpg, RECTANGLE, GREEN,aripiprazole 2 MG Oral Tablet [Abilify],59148-0006-13
3452.jpg, RECTANGLE, BLUE,aripiprazole 5 MG Oral Tablet [Abilify],59148-0007-13
3453.jpg, ROUND, YELLOW,aripiprazole 15 MG Oral Tablet [Abilify],59148-0009-13
3454.jpg, ROUND, WHITE,aripiprazole 20 MG Oral Tablet [Abilify],59148-0010-13
3455.jpg, ROUND, PINK,aripiprazole 30 MG Oral Tablet [Abilify],59148-0011-13
3456.jpg, ROUND, PINK,aripiprazole 10 MG Disintegrating Oral Tablet [Abilify],59148-0640-23
3457.jpg, SEMI-CIRCLE, WHITE,Atropine Sulfate 0.0194 MG / Hyoscyamine Sulfate 0.1037 MG / Phenobarbital 16.2 MG / Scopolamine Hydrobromide 0.0065 MG Oral Tablet [Donnatal],59212-0425-10
3458.jpg, CAPSULE," BLUE, BLUE",Colchicine 0.6 MG Oral Capsule [Mitigare],59467-0318-01
3459.jpg, OVAL, ORANGE,24 HR Nisoldipine 34 MG Extended Release Oral Tablet [Sular],59630-0503-10
3460.jpg, ROUND, WHITE,24 HR Metformin hydrochloride 1000 MG Extended Release Oral Tablet [Fortamet],59630-0575-60
3461.jpg, OVAL, WHITE,Ospemifene 60 MG Oral Tablet [Osphena],59630-0580-90
3462.jpg, ROUND, WHITE,12 HR Clonidine Hydrochloride 0.1 MG Extended Release Oral Tablet [Kapvay],59630-0658-60
3463.jpg, ROUND, WHITE,prednisolone 15 MG Disintegrating Oral Tablet [Orapred],59630-0701-48
3464.jpg, ROUND, WHITE,prednisolone 30 MG Disintegrating Oral Tablet [Orapred],59630-0702-48
3465.jpg, OVAL, RED,darunavir 800 MG Oral Tablet [Prezista],59676-0566-30
3466.jpg, OVAL, WHITE,{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,59746-0001-03
3467.jpg, ROUND, YELLOW,Prochlorperazine 5 MG Oral Tablet,59746-0113-06
3468.jpg, ROUND, YELLOW,Prochlorperazine 10 MG Oral Tablet,59746-0115-06
3469.jpg, ROUND, WHITE,Prednisone 1 MG Oral Tablet,59746-0171-06
3470.jpg, ROUND, WHITE,Prednisone 5 MG Oral Tablet,59746-0172-06
3471.jpg, ROUND, WHITE,Prednisone 10 MG Oral Tablet,59746-0173-10
3472.jpg, ROUND, ORANGE,Cyclobenzaprine hydrochloride 5 MG Oral Tablet,59746-0211-06
3473.jpg, ROUND, BROWN,Spironolactone 50 MG Oral Tablet,59746-0217-01
3474.jpg, ROUND, WHITE,lamotrigine 100 MG Oral Tablet,59746-0246-10
3475.jpg, ROUND, WHITE,lamotrigine 200 MG Oral Tablet,59746-0248-05
3476.jpg, CAPSULE," BLUE, WHITE",Hydrochlorothiazide 12.5 MG Oral Capsule,59746-0382-06
3477.jpg, CAPSULE, GRAY,Terazosin 1 MG Oral Capsule,59746-0383-06
3478.jpg, CAPSULE, WHITE,Terazosin 2 MG Oral Capsule,59746-0384-06
3479.jpg, CAPSULE, ORANGE,Terazosin 5 MG Oral Capsule,59746-0385-06
3480.jpg, CAPSULE, GREEN,Terazosin 10 MG Oral Capsule,59746-0386-06
3481.jpg, ROUND, WHITE,Diclofenac Sodium 75 MG / Misoprostol 0.2 MG Oral Tablet,59762-0029-01
3482.jpg, OVAL, WHITE,Methylprednisolone 8 MG Oral Tablet,59762-0049-01
3483.jpg, ROUND, WHITE,Hydrocortisone 5 MG Oral Tablet,59762-0073-01
3484.jpg, OVAL, YELLOW,Sulfasalazine 500 MG Delayed Release Oral Tablet,59762-0104-01
3485.jpg, CAPSULE," RED, BLUE",Piroxicam 10 MG Oral Capsule,59762-0140-01
3486.jpg, CAPSULE, RED,Piroxicam 20 MG Oral Capsule,59762-0145-01
3487.jpg, OVAL, WHITE,atorvastatin 20 MG Oral Tablet,59762-0156-01
3488.jpg, OVAL, WHITE,atorvastatin 40 MG Oral Tablet,59762-0157-01
3489.jpg, OVAL, YELLOW,Colestipol Hydrochloride 1000 MG Oral Tablet,59762-0450-01
3490.jpg, ROUND, BLUE,24 HR Glipizide 2.5 MG Extended Release Oral Tablet,59762-0540-01
3491.jpg, ROUND, WHITE,24 HR Glipizide 5 MG Extended Release Oral Tablet,59762-0541-02
3492.jpg, ROUND, WHITE,24 HR Glipizide 10 MG Extended Release Oral Tablet,59762-0542-02
3493.jpg, ROUND, WHITE,tolterodine tartrate 2 MG Oral Tablet,59762-0800-02
3494.jpg, ROUND, BLUE,Nadolol 20 MG Oral Tablet,59762-0810-01
3495.jpg, ROUND, BLUE,Nadolol 40 MG Oral Tablet,59762-0811-01
3496.jpg, ROUND, BLUE,Nadolol 80 MG Oral Tablet,59762-0812-01
3497.jpg, CAPSULE," BLUE, PINK",Amoxicillin 250 MG Oral Capsule,59762-1020-01
3498.jpg, OVAL, PINK,Amoxicillin 875 MG Oral Tablet,59762-1050-02
3499.jpg, ROUND, PINK,Metoprolol Tartrate 50 MG Oral Tablet,59762-1301-01
3500.jpg, ROUND, BLUE,Metoprolol Tartrate 100 MG Oral Tablet,59762-1302-01
3501.jpg, OVAL, WHITE,Mirtazapine 7.5 MG Oral Tablet,59762-1415-03
3502.jpg, OVAL, YELLOW,Mirtazapine 15 MG Oral Tablet,59762-1416-03
3503.jpg, OVAL, BROWN,Mirtazapine 30 MG Oral Tablet,59762-1417-03
3504.jpg, CAPSULE," WHITE, BLUE",celecoxib 100 MG Oral Capsule,59762-1516-01
3505.jpg, CAPSULE," WHITE, YELLOW",celecoxib 200 MG Oral Capsule,59762-1517-01
3506.jpg, OCTAGON, WHITE,Amlodipine 5 MG Oral Tablet,59762-1530-01
3507.jpg, OVAL, WHITE,Penicillin V Potassium 500 MG Oral Tablet,59762-1537-03
3508.jpg, ROUND, WHITE,Amlodipine 10 MG Oral Tablet,59762-1540-01
3509.jpg, CAPSULE, BLUE,ziprasidone 40 MG Oral Capsule,59762-2002-01
3510.jpg, CAPSULE, WHITE,ziprasidone 60 MG Oral Capsule,59762-2003-01
3511.jpg, CAPSULE," BLUE, WHITE",ziprasidone 80 MG Oral Capsule,59762-2004-01
3512.jpg, OVAL, PINK,Glyburide 2.5 MG / Metformin hydrochloride 500 MG Oral Tablet,59762-2331-08
3513.jpg, ROUND, WHITE,exemestane 25 MG Oral Tablet,59762-2858-01
3514.jpg, CAPSULE," BLUE, GREEN",Clindamycin 150 MG Oral Capsule,59762-3328-01
3515.jpg, OVAL, WHITE,Triazolam 0.125 MG Oral Tablet,59762-3717-04
3516.jpg, OVAL, BLUE,Triazolam 0.25 MG Oral Tablet,59762-3718-04
3517.jpg, ROUND, WHITE,medroxyprogesterone acetate 10 MG Oral Tablet,59762-3742-02
3518.jpg, OVAL, WHITE,{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,59762-4440-02
3519.jpg, OVAL, BLUE,Sertraline 50 MG Oral Tablet,59762-4900-01
3520.jpg, OVAL, YELLOW,Sertraline 100 MG Oral Tablet,59762-4910-01
3521.jpg, OVAL, GREEN,Sertraline 25 MG Oral Tablet,59762-4960-01
3522.jpg, HEXAGON, WHITE,Misoprostol 0.2 MG Oral Tablet,59762-5008-01
3523.jpg, CAPSULE, TURQUOISE,Clindamycin 300 MG Oral Capsule,59762-5010-01
3524.jpg, ROUND, YELLOW,Spironolactone 25 MG Oral Tablet,59762-5011-01
3525.jpg, OVAL, PINK,Fluconazole 150 MG Oral Tablet,59762-5017-01
3526.jpg, TRAPEZOID, PINK,Fluconazole 200 MG Oral Tablet,59762-5018-01
3527.jpg, OVAL, BROWN,quinapril 5 MG Oral Tablet,59762-5019-01
3528.jpg, TRIANGLE, BROWN,quinapril 10 MG Oral Tablet,59762-5020-01
3529.jpg, ROUND, BROWN,quinapril 20 MG Oral Tablet,59762-5021-01
3530.jpg, OVAL, BROWN,quinapril 40 MG Oral Tablet,59762-5022-01
3531.jpg, OVAL, WHITE,gabapentin 600 MG Oral Tablet,59762-5023-01
3532.jpg, OVAL, WHITE,gabapentin 800 MG Oral Tablet,59762-5024-01
3533.jpg, CAPSULE, WHITE,gabapentin 100 MG Oral Capsule,59762-5026-01
3534.jpg, ROUND, WHITE,24 HR Glipizide 10 MG Extended Release Oral Tablet,59762-5033-02
3535.jpg, OVAL, WHITE,oxaprozin 600 MG Oral Tablet,59762-6002-01
3536.jpg, ROUND, PINK,24 HR Nifedipine 30 MG Extended Release Oral Tablet,59762-6690-05
3537.jpg, ROUND, PINK,24 HR Nifedipine 60 MG Extended Release Oral Tablet,59762-6691-05
3538.jpg, ROUND, PINK,24 HR Nifedipine 90 MG Extended Release Oral Tablet,59762-6692-03
3539.jpg, OVAL, WHITE,Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet,59762-6721-01
3540.jpg, OVAL, WHITE,Amlodipine 5 MG / atorvastatin 40 MG Oral Tablet,59762-6722-01
3541.jpg, OVAL, BLUE,Amlodipine 10 MG / atorvastatin 80 MG Oral Tablet,59762-6733-01
3542.jpg, ROUND, WHITE,Glyburide 2.5 MG Oral Tablet,59762-7021-05
3543.jpg, OVAL, BLUE,valacyclovir 1000 MG Oral Tablet,59762-8398-01
3544.jpg, OVAL, BLUE,valacyclovir 500 MG Oral Tablet,59762-8399-01
3545.jpg, ROUND, WHITE,Chlorpheniramine Maleate 4 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet,59779-0525-22
3546.jpg, ROUND, RED,Ascorbic Acid 60 MG / Calcium Pantothenate 10 MG / D-BIOTIN 0.3 MG / Folic Acid 0.8 MG / Niacinamide 20 MG / pyridoxine 10 MG / Riboflavin 1.7 MG / Thiamine 1.5 MG / Vitamin B 12 0.006 MG Oral Tablet [Rena-Vite],60258-0160-01
3547.jpg, ROUND, YELLOW,-,60258-0161-01
3548.jpg, OVAL, BLACK,-,60258-0162-01
3549.jpg, CAPSULE, BROWN,Folic Acid 1 MG / Polysaccharide iron complex 150 MG / Vitamin B 12 0.025 MG Oral Capsule [Poly Iron 150 Forte],60258-0186-01
3550.jpg, ROUND, BROWN,-,60258-0197-01
3551.jpg, ROUND, WHITE,Cyproheptadine hydrochloride 4 MG Oral Tablet,60258-0850-01
3552.jpg, CAPSULE," ORANGE, WHITE",24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Dilt],60505-0014-06
3553.jpg, CAPSULE," ORANGE, WHITE",24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Dilt],60505-0015-06
3554.jpg, CAPSULE," BROWN, WHITE",24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Dilt],60505-0016-06
3555.jpg, ROUND, GREEN,Cimetidine 200 MG Oral Tablet,60505-0018-06
3556.jpg, ROUND, GREEN,Cimetidine 300 MG Oral Tablet,60505-0019-06
3557.jpg, OVAL, WHITE,Pentoxifylline 400 MG Extended Release Oral Tablet,60505-0033-07
3558.jpg, CAPSULE," WHITE, GRAY",Etodolac 200 MG Oral Capsule,60505-0039-01
3559.jpg, CAPSULE," WHITE, GRAY",Etodolac 300 MG Oral Capsule,60505-0040-01
3560.jpg, OVAL, WHITE,Etodolac 400 MG Oral Tablet,60505-0041-01
3561.jpg, CAPSULE," WHITE, BLUE",Acyclovir 200 MG Oral Capsule,60505-0042-06
3562.jpg, ROUND, YELLOW,Enalapril Maleate 2.5 MG Oral Tablet,60505-0049-07
3563.jpg, ROUND, WHITE,Enalapril Maleate 5 MG Oral Tablet,60505-0050-07
3564.jpg, ROUND, ORANGE,Enalapril Maleate 10 MG Oral Tablet,60505-0051-06
3565.jpg, CAPSULE," PINK, PINK",Omeprazole 20 MG Delayed Release Oral Capsule,60505-0065-00
3566.jpg, OVAL, WHITE,Sotalol Hydrochloride 80 MG Oral Tablet,60505-0080-00
3567.jpg, OVAL, WHITE,Sotalol Hydrochloride 160 MG Oral Tablet,60505-0081-00
3568.jpg, OVAL, WHITE,Sotalol Hydrochloride 240 MG Oral Tablet,60505-0082-00
3569.jpg, OVAL, WHITE,Paroxetine Hydrochloride 20 MG Oral Tablet,60505-0083-04
3570.jpg, OVAL, WHITE,Paroxetine Hydrochloride 30 MG Oral Tablet,60505-0084-02
3571.jpg, ROUND, WHITE,Doxazosin 1 MG Oral Tablet,60505-0093-00
3572.jpg, OVAL, WHITE,Doxazosin 2 MG Oral Tablet,60505-0094-00
3573.jpg, OVAL, WHITE,Doxazosin 4 MG Oral Tablet,60505-0095-00
3574.jpg, OVAL, WHITE,Doxazosin 8 MG Oral Tablet,60505-0096-00
3575.jpg, OVAL, WHITE,Paroxetine Hydrochloride 10 MG Oral Tablet,60505-0097-01
3576.jpg, OVAL, WHITE,Paroxetine Hydrochloride 40 MG Oral Tablet,60505-0101-01
3577.jpg, OVAL, WHITE,Etodolac 500 MG Oral Tablet,60505-0102-01
3578.jpg, CAPSULE," PINK, PINK",Omeprazole 10 MG Delayed Release Oral Capsule,60505-0145-00
3579.jpg, CAPSULE," PINK, PINK",Omeprazole 40 MG Delayed Release Oral Capsule,60505-0146-00
3580.jpg, ROUND, PINK,Pravastatin Sodium 10 MG Oral Tablet,60505-0168-09
3581.jpg, ROUND, YELLOW,Pravastatin Sodium 20 MG Oral Tablet,60505-0169-09
3582.jpg, ROUND, GREEN,Pravastatin Sodium 40 MG Oral Tablet,60505-0170-09
3583.jpg, ROUND, WHITE,Carbamazepine 200 MG Oral Tablet,60505-0183-00
3584.jpg, OVAL, RED,Lisinopril 5 MG Oral Tablet,60505-0185-00
3585.jpg, OVAL, WHITE,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet,60505-0206-03
3586.jpg, ROUND, RED,Enalapril Maleate 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,60505-0208-01
3587.jpg, ROUND, RED,Enalapril Maleate 10 MG / Hydrochlorothiazide 25 MG Oral Tablet,60505-0209-01
3588.jpg, CAPSULE," BLUE, GREEN",24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Diltzac],60505-0212-03
3589.jpg, OVAL, WHITE,Sotalol Hydrochloride 80 MG Oral Tablet,60505-0222-01
3590.jpg, OVAL, WHITE,Sotalol Hydrochloride 120 MG Oral Tablet,60505-0223-01
3591.jpg, OVAL, WHITE,Sotalol Hydrochloride 160 MG Oral Tablet,60505-0224-01
3592.jpg, OVAL, YELLOW,Mirtazapine 15 MG Oral Tablet,60505-0247-01
3593.jpg, OVAL, PINK,Mirtazapine 30 MG Oral Tablet,60505-0248-01
3594.jpg, OVAL, WHITE,Mirtazapine 45 MG Oral Tablet,60505-0249-01
3595.jpg, ROUND, WHITE,tizanidine 4 MG Oral Tablet,60505-0252-03
3596.jpg, ROUND, PINK,clopidogrel 75 MG Oral Tablet,60505-0253-03
3597.jpg, ROUND, WHITE,Ciprofloxacin 250 MG Oral Tablet,60505-1308-01
3598.jpg, ROUND, ORANGE,midodrine hydrochloride 5 MG Oral Tablet,60505-1321-01
3599.jpg, ROUND, YELLOW,Pravastatin Sodium 80 MG Oral Tablet,60505-1323-09
3600.jpg, ROUND, BLUE,midodrine hydrochloride 10 MG Oral Tablet,60505-1325-01
3601.jpg, ROUND, WHITE,Fosinopril Sodium 40 MG Oral Tablet,60505-2512-02
3602.jpg, OVAL, ORANGE,Citalopram 10 MG Oral Tablet,60505-2518-03
3603.jpg, CAPSULE, WHITE,ziprasidone 60 MG Oral Capsule,60505-2530-06
3604.jpg, OVAL, WHITE,gabapentin 800 MG Oral Tablet,60505-2552-05
3605.jpg, OVAL, WHITE,atorvastatin 10 MG Oral Tablet,60505-2578-09
3606.jpg, OVAL, WHITE,atorvastatin 20 MG Oral Tablet,60505-2579-09
3607.jpg, OVAL, WHITE,atorvastatin 40 MG Oral Tablet,60505-2580-09
3608.jpg, OVAL, WHITE,Azithromycin 250 MG Oral Tablet,60505-2581-00
3609.jpg, OVAL, WHITE,carvedilol 6.25 MG Oral Tablet,60505-2607-01
3610.jpg, CAPSULE, BLUE,tizanidine 2 MG Oral Capsule,60505-2648-07
3611.jpg, CAPSULE," WHITE, GREEN",tizanidine 4 MG Oral Capsule,60505-2649-07
3612.jpg, CAPSULE, BLUE,tizanidine 6 MG Oral Capsule,60505-2650-07
3613.jpg, ROUND, WHITE,Trazodone Hydrochloride 50 MG Oral Tablet,60505-2653-01
3614.jpg, ROUND, WHITE,Trazodone Hydrochloride 100 MG Oral Tablet,60505-2654-01
3615.jpg, OVAL, WHITE,Trazodone Hydrochloride 150 MG Oral Tablet,60505-2655-01
3616.jpg, OVAL, TURQUOISE,Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Tablet,60505-2656-05
3617.jpg, OVAL, YELLOW,Hydrochlorothiazide 50 MG / Triamterene 75 MG Oral Tablet,60505-2657-01
3618.jpg, OVAL, WHITE,Trazodone Hydrochloride 300 MG Oral Tablet,60505-2659-01
3619.jpg, OVAL, WHITE,atorvastatin 80 MG Oral Tablet,60505-2671-09
3620.jpg, RECTANGLE, BLUE,aripiprazole 5 MG Oral Tablet,60505-2673-03
3621.jpg, RECTANGLE, PINK,aripiprazole 10 MG Oral Tablet,60505-2674-03
3622.jpg, ROUND, YELLOW,aripiprazole 15 MG Oral Tablet,60505-2675-03
3623.jpg, ROUND, WHITE,aripiprazole 20 MG Oral Tablet,60505-2676-03
3624.jpg, ROUND, PINK,aripiprazole 30 MG Oral Tablet,60505-2677-03
3625.jpg, OVAL, WHITE,ibandronic acid 150 MG Oral Tablet,60505-2795-00
3626.jpg, CAPSULE," WHITE, GREEN",12 HR Carbamazepine 300 MG Extended Release Oral Capsule,60505-2807-07
3627.jpg, ROUND, YELLOW,24 HR Alfuzosin hydrochloride 10 MG Extended Release Oral Tablet,60505-2850-01
3628.jpg, OVAL, PINK,Mycophenolic Acid 360 MG Delayed Release Oral Tablet,60505-2966-07
3629.jpg, RECTANGLE, GREEN,aripiprazole 2 MG Oral Tablet,60505-3075-03
3630.jpg, ROUND, WHITE,olanzapine 2.5 MG Oral Tablet,60505-3110-03
3631.jpg, ROUND, WHITE,olanzapine 5 MG Oral Tablet,60505-3111-03
3632.jpg, ROUND, WHITE,olanzapine 10 MG Oral Tablet,60505-3113-03
3633.jpg, OVAL, BLUE,olanzapine 15 MG Oral Tablet,60505-3114-03
3634.jpg, CAPSULE," WHITE, GREEN",Fenofibrate 130 MG Oral Capsule,60505-3121-03
3635.jpg, OVAL, PINK,olanzapine 20 MG Oral Tablet,60505-3140-03
3636.jpg, CAPSULE, WHITE,cevimeline 30 MG Oral Capsule,60505-3145-01
3637.jpg, OVAL, WHITE,famciclovir 500 MG Oral Tablet,60505-3247-03
3638.jpg, DIAMOND, WHITE,Lamivudine 150 MG Oral Tablet,60505-3251-06
3639.jpg, ROUND, YELLOW,letrozole 2.5 MG Oral Tablet,60505-3255-03
3640.jpg, OVAL, WHITE,24 HR Levetiracetam 500 MG Extended Release Oral Tablet,60505-3280-06
3641.jpg, ROUND, YELLOW,trospium chloride 20 MG Oral Tablet,60505-3454-06
3642.jpg, OVAL, WHITE,24 HR Levetiracetam 750 MG Extended Release Oral Tablet,60505-3517-06
3643.jpg, SQUARE, ORANGE,montelukast 10 MG Oral Tablet,60505-3562-09
3644.jpg, OVAL, WHITE,Tranexamic Acid 650 MG Oral Tablet,60505-3638-03
3645.jpg, ROUND, YELLOW,24 HR Paroxetine Hydrochloride 12.5 MG Extended Release Oral Tablet,60505-3673-03
3646.jpg, ROUND, PINK,24 HR Paroxetine Hydrochloride 25 MG Extended Release Oral Tablet,60505-3674-03
3647.jpg, ROUND, WHITE,rizatriptan 5 MG Disintegrating Oral Tablet,60505-3723-01
3648.jpg, OVAL, ORANGE,candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,60505-3758-09
3649.jpg, OVAL, YELLOW,candesartan cilexetil 32 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,60505-3759-09
3650.jpg, CAPSULE, PINK,24 HR venlafaxine 75 MG Extended Release Oral Capsule,60505-3779-09
3651.jpg, CAPSULE, WHITE,celecoxib 100 MG Oral Capsule,60505-3848-01
3652.jpg, CAPSULE, WHITE,celecoxib 200 MG Oral Capsule,60505-3849-05
3653.jpg, ROUND, PINK,Rosuvastatin calcium 20 MG Oral Tablet,60505-4504-09
3654.jpg, OVAL, WHITE,Acyclovir 400 MG Oral Tablet,60505-5306-01
3655.jpg, OVAL, WHITE,Acyclovir 800 MG Oral Tablet,60505-5307-01
3656.jpg, ROUND, WHITE,liothyronine sodium 0.005 MG Oral Tablet [Cytomel],60793-0115-01
3657.jpg, ROUND, WHITE,liothyronine sodium 0.025 MG Oral Tablet [Cytomel],60793-0116-01
3658.jpg, OVAL, PINK,metaxalone 800 MG Oral Tablet [Skelaxin],60793-0136-05
3659.jpg, OVAL, GREEN,Levothyroxine Sodium 0.088 MG Oral Tablet [Levoxyl],60793-0853-01
3660.jpg, OVAL, YELLOW,Levothyroxine Sodium 0.1 MG Oral Tablet [Levoxyl],60793-0854-01
3661.jpg, OVAL, BLUE,Levothyroxine Sodium 0.15 MG Oral Tablet [Levoxyl],60793-0858-01
3662.jpg, OVAL, TURQUOISE,Levothyroxine Sodium 0.175 MG Oral Tablet [Levoxyl],60793-0859-01
3663.jpg, OVAL, PINK,Levothyroxine Sodium 0.2 MG Oral Tablet [Levoxyl],60793-0860-01
3664.jpg, ROUND, PURPLE,Levothyroxine Sodium 0.075 MG Oral Tablet [Unithroid],60846-0803-01
3665.jpg, ROUND, BLUE,Levothyroxine Sodium 0.137 MG Oral Tablet [Unithroid],60846-0808-01
3666.jpg, CAPSULE," WHITE, BLACK",Fenofibrate 50 MG Oral Capsule,61269-0210-90
3667.jpg, CAPSULE, WHITE,Fenofibrate 150 MG Oral Capsule,61269-0212-90
3668.jpg, ROUND, WHITE,Diclofenac Sodium 75 MG Delayed Release Oral Tablet,61442-0103-01
3669.jpg, CAPSULE," BLUE, WHITE",Acyclovir 200 MG Oral Capsule,61442-0111-01
3670.jpg, OVAL, WHITE,Acyclovir 400 MG Oral Tablet,61442-0112-01
3671.jpg, ROUND, WHITE,Famotidine 20 MG Oral Tablet,61442-0121-10
3672.jpg, ROUND, WHITE,Famotidine 40 MG Oral Tablet,61442-0122-01
3673.jpg, ROUND, YELLOW,meloxicam 7.5 MG Oral Tablet,61442-0126-10
3674.jpg, ROUND, YELLOW,meloxicam 15 MG Oral Tablet,61442-0127-10
3675.jpg, ROUND, WHITE,Lovastatin 10 MG Oral Tablet,61442-0141-01
3676.jpg, ROUND, WHITE,Lovastatin 20 MG Oral Tablet,61442-0142-01
3677.jpg, ROUND, WHITE,Lovastatin 40 MG Oral Tablet,61442-0143-10
3678.jpg, CAPSULE," GREEN, WHITE",Cephalexin 250 MG Oral Capsule,61442-0161-01
3679.jpg, CAPSULE," BLUE, ORANGE",Cefaclor 500 MG Oral Capsule,61442-0172-30
3680.jpg, ROUND, ORANGE,Clonidine Hydrochloride 0.2 MG Oral Tablet,61442-0322-05
3681.jpg, ROUND, ORANGE,Clonidine Hydrochloride 0.3 MG Oral Tablet,61442-0323-01
3682.jpg, ROUND, BLUE,homatropine methylbromide 1.5 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Tussigon],61570-0081-01
3683.jpg, CAPSULE, RED,Rifampin 300 MG Oral Capsule,61748-0018-60
3684.jpg, OVAL, ORANGE,Ethosuximide 250 MG Oral Capsule,61748-0025-01
3685.jpg, TEAR, BLUE,Tenofovir disoproxil fumarate 300 MG Oral Tablet [Viread],61958-0401-01
3686.jpg, OVAL, BLUE,emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet [Truvada],61958-0701-01
3687.jpg, OVAL, ORANGE,12 HR ranolazine 500 MG Extended Release Oral Tablet [Ranexa],61958-1001-01
3688.jpg, OVAL, ORANGE,12 HR ranolazine 500 MG Extended Release Oral Tablet [Ranexa],61958-1003-01
3689.jpg, OVAL, YELLOW,12 HR ranolazine 1000 MG Extended Release Oral Tablet [Ranexa],61958-1004-01
